"","siteID","siteuse","replsite","lon_WGS84","lat_WGS84","stratum","wgt","ip","caty","stream_order","FRAME23_ID","PERM_ID","NHDPLUSID","REACHCODE","GNIS_ID","GNIS_NAME","LENGTH_KM","FTYPE","FCODE","HUC4","STREAM_LEV","STRAH_ORD","STRAH_CAL","MEAN_FLOW","WBPERM_ID","MAINPATH","INNETWORK","VISFILT","BORD_RIV","PSTL_CODE","FRAME23","CNTYNAME","STATECTY","EPA_REG","HUC2","HUC2_NM","HUC8","HUC8_NM","MAJ_BASIN","MAJ_BAS_NM","MIS_BASIN","MIS_BAS_NM","WSAREA_KM","NHD100K","URBN_NRS08","URBN_NRS18","URBN_NRS23","FEOW_ID","US_L4CODE","US_L4NAME","US_L3CODE","US_L3NAME","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","AG_ECO9","AG_ECO9_NM","AG_ECO3","AG_ECO3_NM","OWN_NARS","FS_EW","STRAH_CAT","Shape_Leng","fcode","geometry"
"138","Site-138","Over","Next",-75.3944998774635,43.4962944533183,"3",978200.561135468,1.02228524469382e-06,"None","3","172837","131805059",60000600064600,"04140301019824",NA,NA,1.24999982942,460,46006,"H0414",9,3,3,12.04841836,NA,0,1,250000,"Not_Border","NY","Include","Lewis","F36049","Region_02","H04","Great Lakes Region","H04140301","Black","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",9.61669999,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"58af","Tug Hill Transition","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1249.99982942,46006,c(468104.958535315, 4816005.42990199)
"139","Site-139","Over","Next",-78.9276113779353,43.1149015591529,"3",978200.561135468,1.02228524469382e-06,"None","3","232820","118007303",60000800314200,"04270101000097","00946082","Cayuga Creek",3.25886587651,460,46006,"H0427",5,3,3,8.13491986,NA,0,1,2e+06,"Not_Border","NY","Include","Niagara","F36063","Region_02","H04","Great Lakes Region","H04270101","Niagara River","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",21.16439999,"NHD100","Non-Urban","Urban","Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",3258.86587651,46006,c(180447.276865098, 4781066.37147047)
"140","Site-140","Over","Next",-74.1115401320707,41.6774009086026,"3",978200.561135468,1.02228524469382e-06,"None","3","107486","61757029",10000700014400,"02020007000607",NA,NA,1.02845900397,460,46006,"H0202",4,3,3,11.09291257,NA,0,1,0,"Not_Border","NY","Include","Ulster","F36111","Region_02","H02","Mid-Atlantic Region","H02020007","Rondout","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",16.15659996,"NHD100","Urban","Non-Urban","Non-Urban",118,"67k","Northern Glaciated Shale and Slate Valleys","67","Ridge and Valley","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","SAP","Southern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1028.45900397,46006,c(573950.949810444, 4614340.69212108)
"141","Site-141","Over","Next",-73.4955231076208,43.0823726457311,"3",978200.561135468,1.02228524469382e-06,"None","3","137465","50511131",10000700008700,"02020003000266","00950337","Fly Creek",2.88377829772,460,46006,"H0202",3,3,3,17.41562313,NA,0,1,1e+06,"Not_Border","NY","Include","Washington","F36115","Region_02","H02","Mid-Atlantic Region","H02020003","Hudson-Hoosic","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",29.88340001,"NHD100","Urban","Non-Urban","Non-Urban",118,"58x","Taconic Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",2883.77829772,46006,c(622464.460385546, 4771060.56967308)
"142","Site-142","Over","Next",-74.6895451991346,42.9198066639099,"3",978200.561135468,1.02228524469382e-06,"None","3","185697","53535869",10000700048900,"02020004001195",NA,NA,2.51312513008,460,46006,"H0202",5,3,3,8.07401349,NA,0,1,0,"Not_Border","NY","Include","Montgomery","F36057","Region_02","H02","Mid-Atlantic Region","H02020004","Mohawk","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",14.24319997,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"83f","Mohawk Valley","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",2513.12513008,46006,c(525337.551879066, 4751956.27099715)
"143","Site-143","Over","Next",-74.3006417407397,42.4830023167281,"3",978200.561135468,1.02228524469382e-06,"None","3","26239","52823053",10000700032200,"02020006000546",NA,NA,0.138466595507,460,46006,"H0202",3,3,3,4.05068879,NA,0,1,250000,"Not_Border","NY","Include","Schoharie","F36095","Region_02","H02","Mid-Atlantic Region","H02020006","Middle Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",6.28599991,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",138.466595507,46006,c(557479.252798592, 4703642.60990772)
"144","Site-144","Over","Next",-77.6459875978718,42.3690244263232,"3",978200.561135468,1.02228524469382e-06,"None","3","91904","57345911",10000600107000,"02050104000007","00943868","Big Creek",1.73152742595,460,46006,"H0205",5,3,3,18.58705673,NA,0,1,1e+06,"Not_Border","NY","Include","Steuben","F36101","Region_02","H02","Mid-Atlantic Region","H02050104","Tioga","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",43.75819997,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1731.52742595,46006,c(282129.024645188, 4694141.42765675)
"145","Site-145","Over","Next",-74.7636801407303,41.8583930836709,"4",405644.707543861,2.46521150505057e-06,"None","4","56622","25533814",10000200152600,"02040102000027","00955458","Little Beaver Kill",0.381257109492,460,46006,"H0204",4,4,4,31.49219248,NA,0,1,0,"Not_Border","NY","Include","Sullivan","F36105","Region_02","H02","Mid-Atlantic Region","H02040102","East Branch Delaware","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",31.21479989,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"60c","Catskills Transition","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",381.257109492,46006,c(519614.786588722, 4634080.95854183)
"146","Site-146","Over","Next",-73.6297831892569,42.3547935757903,"4",405644.707543861,2.46521150505057e-06,"None","4","22499","52828111",10000700027400,"02020006000087","00954740","Kline Kill",1.31165623033,558,55800,"H0202",3,4,4,53.93663785,"52850147",0,1,1e+06,"Not_Border","NY","Include","Columbia","F36021","Region_02","H02","Mid-Atlantic Region","H02020006","Middle Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",79.10470014,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"59i","Hudson Valley","59","Northeastern Coastal Zone","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1311.65623033,55800,c(612846.565508045, 4690078.94682459)
"147","Site-147","Over","Next",-75.4299012255538,43.6855464445938,"4",405644.707543861,2.46521150505057e-06,"None","4","233475","131805221",60000600073300,"04140301018836","00953294","House Creek",1.17518238297,460,46006,"H0414",7,4,4,20.32109063,NA,0,1,250000,"Not_Border","NY","Include","Lewis","F36049","Region_02","H04","Great Lakes Region","H04140301","Black","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",16.62370006,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83e","Upper St. Lawrence Valley","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1175.18238297,46006,c(465351.521308302, 4837037.92477022)
"148","Site-148","Over","Next",-78.1684236521942,42.3864096834199,"4",405644.707543861,2.46521150505057e-06,"None","4","107891","167786058",60000700001600,"04130002000119","00945767","Caneadea Creek",1.13498164534,460,46006,"H0413",11,4,4,97.37224509,NA,0,1,5e+06,"Not_Border","NY","Include","Allegany","F36003","Region_02","H04","Great Lakes Region","H04130002","Upper Genesee","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",160.48249988,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1134.98164534,46006,c(239179.863246905, 4697544.44558125)
"149","Site-149","Over","Next",-73.9954138534725,41.7324328291768,"4",405644.707543861,2.46521150505057e-06,"None","4","116359","158241429",10000700053600,"02020008000993","00969885","Black Creek",0.711804601839,460,46006,"H0202",2,4,4,23.14032006,NA,0,1,0,"Not_Border","NY","Include","Ulster","F36111","Region_02","H02","Mid-Atlantic Region","H02020008","Hudson-Wappinger","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",32.61730004,"NHD100","Urban","Non-Urban","Non-Urban",118,"59i","Hudson Valley","59","Northeastern Coastal Zone","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",711.804601839,46006,c(583545.550940336, 4620556.80444517)
"150","Site-150","Over","Next",-74.4934070535096,43.6798011887014,"4",405644.707543861,2.46521150505057e-06,"None","4","306326","89356181",10000700050100,"02020001000238","00946138","Cedar River",1.9414526391,558,55800,"H0202",2,4,4,76.00455996,"89365333",0,1,0,"Not_Border","NY","Include","Hamilton","F36041","Region_02","H02","Mid-Atlantic Region","H02020001","Upper Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",70.83909989,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1941.4526391,55800,c(540833.456814855, 4836434.73745592)
"151","Site-151","Over","Next",-74.2876344989744,44.9050442616287,"4",405644.707543861,2.46521150505057e-06,"None","4","180903","132874970",60000200111000,"04300201000672","00967898","Trout River",2.41009217878,558,55800,"H0430",5,4,4,68.69477652,"132875947",0,1,2e+06,"Not_Border","NY","Include","Franklin","F36033","Region_02","H04","Great Lakes Region","H04300201","Chateaugay-English","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",113.01859996,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"83e","Upper St. Lawrence Valley","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",2410.09217878,55800,c(556237.964202211, 4972648.9150439)
"152","Site-152","Over","Next",-77.4770547439914,43.0093244015463,"4",405644.707543861,2.46521150505057e-06,"None","4","354444","113131909",60000600092000,"04140101000819","00953781","Irondequoit Creek",0.702255302241,460,46006,"H0414",7,4,4,21.57950453,NA,0,1,1e+06,"Not_Border","NY","Include","Ontario","F36069","Region_02","H04","Great Lakes Region","H04140101","Irondequoit-Ninemile","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",63.13010008,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",702.255302241,46006,c(298125.413904165, 4764827.84423393)
"153","Site-153","Over","Next",-76.2380767353452,42.3507802181067,"4",405644.707543861,2.46521150505057e-06,"None","4","280077","46456153",10000600025500,"02050103001850","00969132","West Branch Owego Creek",0.236338444041,558,55800,"H0205",3,4,4,35.12976159,"46466183",0,1,1e+06,"Not_Border","NY","Include","Tompkins","F36109","Region_02","H02","Mid-Atlantic Region","H02050103","Owego-Wappasening","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",60.51839992,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",236.338444041,55800,c(398029.737465405, 4689466.39464048)
"154","Site-154","Over","Next",-73.2822594239416,43.1386465271701,"4",405644.707543861,2.46521150505057e-06,"None","4","146266","{C0E354E2-D905-47F0-B044-1E5309EDA6A7}",10000700018600,"02020003018262","00945514","Camden Creek",2.87554943562,460,46006,"H0202",3,4,4,28.31415687,NA,0,1,1e+06,"Not_Border","NY","Include","Washington","F36115","Region_02","H02","Mid-Atlantic Region","H02020003","Hudson-Hoosic","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",33.02469997,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58a","Taconic Mountains","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",2875.54943562,46006,c(639696.383223043, 4777643.51778237)
"155","Site-155","Over","Next",-74.1720984364104,44.2818179941466,"4",405644.707543861,2.46521150505057e-06,"None","4","335671","129690389",60000200057700,"04300106000854","00964483","Saranac River",0.366810444557,558,55800,"H0430",5,4,4,178.42509031,"129691049",0,1,5e+06,"Not_Border","NY","Include","Franklin","F36033","Region_02","H02","Mid-Atlantic Region","H04300106","Saranac River","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",322.72980009,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58ad","Central Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",366.810444557,55800,c(566061.342382252, 4903507.76292846)
"156","Site-156","Over","Next",-78.1028164699514,42.5678497896476,"4",405644.707543861,2.46521150505057e-06,"None","4","239151","167785098",60000700013300,"04130002000073","00949150","East Koy Creek",0.866379473647,460,46006,"H0413",12,4,4,65.1976708,NA,0,1,5e+06,"Not_Border","NY","Include","Wyoming","F36121","Region_02","H04","Great Lakes Region","H04130002","Upper Genesee","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",101.30979983,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",866.379473647,46006,c(245318.638970184, 4717494.38578657)
"157","Site-157","Over","Next",-74.1446048726624,42.6302585445066,"4",405644.707543861,2.46521150505057e-06,"None","4","125113","33523555",10000700014200,"02020005000180","00974211","Fox Creek",1.77783750792,460,46006,"H0202",4,4,4,39.68367046,NA,0,1,0,"Not_Border","NY","Include","Albany","F36001","Region_02","H02","Mid-Atlantic Region","H02020005","Schoharie","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",71.78729988,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"83f","Mohawk Valley","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1777.83750792,46006,c(570138.662982759, 4720111.57379815)
"158","Site-158","Over","Next",-75.7667325878631,43.2956043287262,"4",405644.707543861,2.46521150505057e-06,"None","4","178930","124493570",60000600085800,"04140202000212","00955657","Little River",1.29973816602,460,46006,"H0414",10,4,4,90.16316488,NA,0,1,1e+06,"Not_Border","NY","Include","Oneida","F36065","Region_02","H04","Great Lakes Region","H04140202","Oneida","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",103.08599999,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1299.73816602,46006,c(437805.202217578, 4793927.39103217)
"159","Site-159","Over","Next",-73.4562454030156,44.7495982655981,"4",405644.707543861,2.46521150505057e-06,"None","4","193955","92062927",60000200017000,"04300108001679","00962239","Rea Brook",0.606187419629,460,46006,"H0430",6,4,4,15.38389647,NA,0,1,1e+06,"Not_Border","NY","Include","Clinton","F36019","Region_02","H02","Mid-Atlantic Region","H04300108","Lake Champlain","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",40.73920001,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"83b","Champlain Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",606.187419629,46006,c(622200.416907501, 4956293.67835525)
"160","Site-160","Over","Next",-77.2591027150677,42.7350186346349,"4",405644.707543861,2.46521150505057e-06,"None","4","252976","87944602",60000600093500,"04140201002802","00970855","West River",0.0964021805633,460,46003,"H0414",11,4,4,18.40870123,NA,0,1,1e+06,"Not_Border","NY","Include","Yates","F36123","Region_02","H04","Great Lakes Region","H04140201","Seneca","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",48.97670003,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60d","Finger Lakes Uplands and Gorges","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",96.4021805633,46003,c(315071.109083187, 4733864.46541437)
