"","siteID","siteuse","replsite","lon_WGS84","lat_WGS84","stratum","wgt","ip","caty","FRAME23_ID","PERM_ID","NHDPLUSID","REACHCODE","GNIS_ID","GNIS_NAME","LENGTH_KM","FTYPE","FCODE","HUC4","STREAM_LEV","STRAH_ORD","STRAH_CAL","MEAN_FLOW","WBPERM_ID","MAINPATH","INNETWORK","VISFILT","BORD_RIV","PSTL_CODE","FRAME23","CNTYNAME","STATECTY","EPA_REG","HUC2","HUC2_NM","HUC8","HUC8_NM","MAJ_BASIN","MAJ_BAS_NM","MIS_BASIN","MIS_BAS_NM","WSAREA_KM","NHD100K","URBN_NRS08","URBN_NRS18","URBN_NRS23","FEOW_ID","US_L4CODE","US_L4NAME","US_L3CODE","US_L3NAME","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","AG_ECO9","AG_ECO9_NM","AG_ECO3","AG_ECO3_NM","OWN_NARS","FS_EW","STRAH_CAT","Shape_Leng","geometry","fcode","stream_order"
"34","Site-034","Base","None",-73.9353669956584,42.4208195752884,"2",1112126.1828005,8.99178542386125e-07,"None","88355","52825423",10000700073600,"02020006000259","00951531","Grapeville Creek",0.50191921441,460,46006,"H0202",4,2,2,3.57772696,NA,0,1,5e+05,"Not_Border","NY","Include","Greene","F36039","Region_02","H02","Mid-Atlantic Region","H02020006","Middle Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",6.26239998,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",501.91921441,c(587587.525474618, 4697050.02301297),46006,2
"35","Site-035","Base","None",-73.7072813108425,44.5482775378848,"2",1112126.1828005,8.99178542386125e-07,"None","322016","92066915",60000200008800,"04300108000691","00964322","Salmon River",1.36802264562,460,46006,"H0430",5,2,2,2.35766268,NA,0,1,2e+06,"Not_Border","NY","Include","Clinton","F36019","Region_02","H02","Mid-Atlantic Region","H04300108","Lake Champlain","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",3.53400003,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58ac","Eastern Adirondack Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1368.02264562,c(602683.538692498, 4933584.44056854),46006,2
"36","Site-036","Base","None",-76.1155240285162,43.9087117528697,"2",1112126.1828005,8.99178542386125e-07,"None","163836","129618242",60000600080200,"04140302000133","00943490","Bedford Creek",0.187960125727,558,55800,"H0414",6,2,2,10.24640805,"129618702",0,1,1e+05,"Not_Border","NY","Include","Jefferson","F36045","Region_02","H04","Great Lakes Region","H04140302","Chaumont-Perch","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",14.72190001,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",187.960125727,c(410426.612531472, 4862338.50309693),55800,2
"37","Site-037","Base","None",-77.7067138459127,42.525764263891,"2",1112126.1828005,8.99178542386125e-07,"None","110048","84187801",60000700006600,"04130002001075",NA,NA,2.14216954331,460,46006,"H0413",12,2,2,1.42635049,NA,0,1,1e+05,"Not_Border","NY","Include","Steuben","F36101","Region_02","H04","Great Lakes Region","H04130002","Upper Genesee","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",3.36289996,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2142.16954331,c(277683.848893509, 4711704.71777998),46006,2
"38","Site-038","Base","None",-73.810348089622,41.2862512793303,"2",1112126.1828005,8.99178542386125e-07,"None","292017","{97eb2c39-a1c7-4f2f-be09-744e78bcb1d6}",10000100078300,"02030101008485",NA,NA,1.31453359305,460,46000,"H0203",6,2,2,1.201503,NA,0,1,0,"Not_Border","NY","Include","Westchester","F36119","Region_02","H02","Mid-Atlantic Region","H02030101","Lower Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.78080001,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"59c","Southern New England Coastal Plains and Hills","59","Northeastern Coastal Zone","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1314.53359305,c(599618.374157896, 4571216.90466919),46000,2
"39","Site-039","Base","None",-73.7806848955611,43.340375267235,"2",1112126.1828005,8.99178542386125e-07,"None","160887","50503045",10000700065100,"02020003010392","00944019","Bird Brook",2.55852698834,460,46006,"H0202",3,2,2,3.14679029,NA,0,1,1e+05,"Not_Border","NY","Include","Warren","F36113","Region_02","H02","Mid-Atlantic Region","H02020003","Hudson-Hoosic","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",3.69729999,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58ac","Eastern Adirondack Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2558.52698834,c(598834.460520075, 4799335.85634476),46006,2
"40","Site-040","Base","None",-74.6685738956366,44.1456858997596,"2",1112126.1828005,8.99178542386125e-07,"None","334319","132851704",60000300014300,"04290004001388","00977028","South Branch Grass River",0.710743829501,460,46006,"H0429",5,2,2,3.376206,NA,0,1,250000,"Not_Border","NY","Include","St. Lawrence","F36089","Region_02","H04","Great Lakes Region","H04290004","Grass","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",4.5482,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",710.743829501,c(526506.692352024, 4888107.45527642),46006,2
"41","Site-041","Base","None",-77.542789989574,42.8408862841924,"2",1112126.1828005,8.99178542386125e-07,"None","222305","42143243",60000700007500,"04130003000941",NA,NA,0.552858780823,460,46006,"H0413",12,2,2,1.59206864,NA,0,1,1e+05,"Not_Border","NY","Include","Ontario","F36069","Region_02","H04","Great Lakes Region","H04130003","Lower Genesee","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",3.92299998,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",552.858780823,c(292202.135638766, 4746282.1553841),46006,2
"42","Site-042","Base","None",-78.7736228721724,42.1354567320376,"2",1112126.1828005,8.99178542386125e-07,"None","100159","112358527",24000400012900,"05010001002071","00944679","Breeds Run",0.909781373663,460,46003,"H0501",3,2,2,3.31226466,NA,0,1,250000,"Not_Border","NY","Include","Cattaraugus","F36009","Region_02","H05","Ohio Region","H05010001","Upper Allegheny","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",4.31189995,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"62d","Unglaciated High Allegheny Plateau","62","North Central Appalachians","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Tribal Land","Not_USFS","SS",909.781373663,c(188118.378145313, 4671711.6742328),46003,2
"43","Site-043","Base","None",-75.1421148749368,41.946341160058,"2",1112126.1828005,8.99178542386125e-07,"None","85440","25530870",10000200092200,"02040102001933",NA,NA,0.77496661929,460,46006,"H0204",3,2,2,1.410532,NA,0,1,0,"Not_Border","NY","Include","Delaware","F36025","Region_02","H02","Mid-Atlantic Region","H02040102","East Branch Delaware","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.94210002,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"60c","Catskills Transition","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",774.96661929,c(488220.500069405, 4643828.33825708),46006,2
"44","Site-044","Base","None",-75.5320731728079,43.1060462929473,"2",1112126.1828005,8.99178542386125e-07,"None","224731","124496598",60000600089800,"04140202001383",NA,NA,1.31960437753,460,46006,"H0414",13,2,2,1.32355502,NA,0,1,24000,"Not_Border","NY","Include","Oneida","F36065","Region_02","H04","Great Lakes Region","H04140202","Oneida","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",1.73959999,"Not_NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83f","Mohawk Valley","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1319.60437753,c(456706.20818579, 4772728.53690918),46006,2
"45","Site-045","Base","None",-78.9799358727248,43.1580582125188,"2",1112126.1828005,8.99178542386125e-07,"None","218362","118006511",60000800262500,"04270101009936","00950129","Fish Creek",6.02870365251,460,46006,"H0427",5,2,2,4.57523798,NA,0,1,1e+06,"Not_Border","NY","Include","Niagara","F36063","Region_02","H04","Great Lakes Region","H04270101","Niagara River","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",11.95449999,"NHD100","Urban","Urban","Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",6028.70365251,c(176417.70165291, 4786060.84335499),46006,2
"46","Site-046","Base","None",-78.7593155474496,42.7612696367838,"2",1112126.1828005,8.99178542386125e-07,"None","177559","108910395",60001100024900,"04120103000047","00965705","South Branch Smoke Creek",1.0660359932,460,46006,"H0412",7,2,2,5.72252105,NA,0,1,5e+05,"Not_Border","NY","Include","Erie","F36029","Region_02","H04","Great Lakes Region","H04120103","Buffalo-Eighteenmile","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",8.92229999,"NHD100","Urban","Urban","Urban",116,"83a","Erie/Ontario Lake Plain","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1066.0359932,c(192383.254483529, 4741161.63514188),46006,2
"47","Site-047","Base","None",-74.7170950335052,42.6539711719228,"2",1112126.1828005,8.99178542386125e-07,"None","179370","43472359",10000600103100,"02050101001277",NA,NA,3.69174481675,460,46006,"H0205",4,2,2,3.59952414,NA,0,1,1e+05,"Not_Border","NY","Include","Otsego","F36077","Region_02","H02","Mid-Atlantic Region","H02050101","Upper Susquehanna","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",5.12479997,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",3691.74481675,c(523188.098972045, 4722428.83785151),46006,2
"48","Site-048","Base","None",-74.9540130653256,43.138346885135,"2",1112126.1828005,8.99178542386125e-07,"None","140835","53526209",10000700000600,"02020004000677","00956324","Maltanner Creek",1.61403238504,460,46006,"H0202",4,2,2,8.88343071,NA,0,1,0,"Not_Border","NY","Include","Herkimer","F36043","Region_02","H02","Mid-Atlantic Region","H02020004","Mohawk","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",10.57900003,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"83f","Mohawk Valley","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1614.03238504,c(503739.898653316, 4776179.19500404),46006,2
"49","Site-049","Base","None",-73.7930232369121,44.4817928208975,"3",975153.20736246,1.02547988608348e-06,"None","190717","115349983",60000200110200,"04300104000292","00955463","Little Black Brook",2.31676540354,460,46006,"H0430",7,3,3,20.15707712,NA,0,1,5e+05,"Not_Border","NY","Include","Clinton","F36019","Region_02","H02","Mid-Atlantic Region","H04300104","Ausable River","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",28.09619994,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58ac","Eastern Adirondack Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",2316.76540354,c(595981.933656827, 4926095.19191006),46006,3
"50","Site-050","Base","None",-76.2394162458104,43.5199115407139,"3",975153.20736246,1.02547988608348e-06,"None","244290","129638754",60000600061000,"04140102000942","00963228","Sage Creek",1.61104701969,558,55800,"H0414",6,3,3,32.5115843,"129640221",0,1,1e+06,"Not_Border","NY","Include","Oswego","F36075","Region_02","H04","Great Lakes Region","H04140102","Salmon-Sandy","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",47.04190002,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1611.04701969,c(399832.743214642, 4819298.82078485),55800,3
"51","Site-051","Base","None",-73.8550985311299,42.790951006594,"3",975153.20736246,1.02547988608348e-06,"None","310933","53538541",10000700064400,"02020004006267","00955433","Lisha Kill",0.727208433549,460,46006,"H0202",3,3,3,17.91168612,NA,0,1,0,"Not_Border","NY","Include","Schenectady","F36093","Region_02","H02","Mid-Atlantic Region","H02020004","Mohawk","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",40.84019997,"NHD100","Urban","Urban","Urban",118,"59i","Hudson Valley","59","Northeastern Coastal Zone","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",727.208433549,c(593635.262927774, 4738236.25583209),46006,3
"52","Site-052","Base","None",-77.2055608983508,42.2308287253171,"3",975153.20736246,1.02547988608348e-06,"None","42918","48520716",10000600079400,"02050105000253","00957069","Michigan Creek",0.561010205894,460,46006,"H0205",3,3,3,20.67462697,NA,0,1,5e+06,"Not_Border","NY","Include","Steuben","F36101","Region_02","H02","Mid-Atlantic Region","H02050105","Chemung","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",56.89659999,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",561.010205894,c(317997.896881698, 4677760.45260695),46006,3
"53","Site-053","Base","None",-74.8193437473813,44.5225709724407,"3",975153.20736246,1.02547988608348e-06,"None","324100","132419756",60000300054500,"04290005000338",NA,NA,0.703165673914,460,46003,"H0429",6,3,3,1.854048,NA,0,1,1e+05,"Not_Border","NY","Include","St. Lawrence","F36089","Region_02","H04","Great Lakes Region","H04290005","Raquette","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",2.7683,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58ab","Northern and Western Adirondack Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",703.165673914,c(514356.224177837, 4929932.18299074),46003,3
"54","Site-054","Base","None",-73.7114188187716,43.2927391815144,"3",975153.20736246,1.02547988608348e-06,"None","121323","50503663",10000700065500,"02020003000183","00946843","Clendon Brook",2.55758013203,460,46006,"H0202",2,3,3,8.81200285,NA,0,1,5e+05,"Not_Border","NY","Include","Warren","F36113","Region_02","H02","Mid-Atlantic Region","H02020003","Hudson-Hoosic","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",12.02269996,"NHD100","Urban","Non-Urban","Non-Urban",118,"59i","Hudson Valley","59","Northeastern Coastal Zone","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",2557.58013203,c(604530.677010144, 4794129.92386865),46006,3
"55","Site-055","Base","None",-76.4356801664381,42.4420288575352,"3",975153.20736246,1.02547988608348e-06,"None","118712","87955082",60000600090400,"04140201001743","00945957","Cascadilla Creek",2.37225096796,460,46006,"H0414",7,3,3,13.9517523,NA,0,1,5e+05,"Not_Border","NY","Include","Tompkins","F36109","Region_02","H04","Great Lakes Region","H04140201","Seneca","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",25.69840001,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60d","Finger Lakes Uplands and Gorges","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",2372.25096796,c(381925.679698849, 4699854.49604215),46006,3
"56","Site-056","Base","None",-76.7030821157925,42.513509912715,"3",975153.20736246,1.02547988608348e-06,"None","102996","87952178",60000600068700,"04140201001911","00973984","Bolter Creek",2.29926703039,460,46006,"H0414",8,3,3,14.53479506,NA,0,1,1e+06,"Not_Border","NY","Include","Tompkins","F36109","Region_02","H04","Great Lakes Region","H04140201","Seneca","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",26.5192,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60d","Finger Lakes Uplands and Gorges","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",2299.26703039,c(360092.634006108, 4708198.55711389),46006,3
"57","Site-057","Base","None",-75.444618498968,44.1981332920499,"3",975153.20736246,1.02547988608348e-06,"None","177587","133093192",60000300024200,"04290003006778",NA,NA,0.6432370168,460,46006,"H0429",8,3,3,3.85746,NA,0,1,250000,"Not_Border","NY","Include","Lewis","F36049","Region_02","H04","Great Lakes Region","H04290003","Oswegatchie","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",6.95789999,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"83e","Upper St. Lawrence Valley","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","DOD","Not_USFS","LS",643.2370168,c(464471.937415493, 4893975.55407435),46006,3
"58","Site-058","Base","None",-74.5677738072833,43.5146764664459,"3",975153.20736246,1.02547988608348e-06,"None","305323","89359689",10000700020700,"02020001000263","00954023","Jessup River",0.754612690907,460,46006,"H0202",2,3,3,16.02854977,NA,0,1,0,"Not_Border","NY","Include","Hamilton","F36041","Region_02","H02","Mid-Atlantic Region","H02020001","Upper Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",11.20349999,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",754.612690907,c(534934.588668558, 4818062.0521883),46006,3
"59","Site-059","Base","None",-75.3563312164192,42.7048689320484,"3",975153.20736246,1.02547988608348e-06,"None","151632","43473819",10000600058200,"02050101000501","00964984","Shawler Brook",1.33472028677,460,46006,"H0205",4,3,3,11.67581835,NA,0,1,5e+05,"Not_Border","NY","Include","Chenango","F36017","Region_02","H02","Mid-Atlantic Region","H02050101","Upper Susquehanna","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",19.07490004,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1334.72028677,c(470817.394191024, 4728103.38697011),46006,3
"60","Site-060","Base","None",-79.5491348246703,42.2832771976879,"3",975153.20736246,1.02547988608348e-06,"None","107910","123925872",60001100027000,"04120101000184","00946460","Chautauqua Creek",3.26550282871,558,55800,"H0412",6,3,3,47.0571505,"123926235",0,1,1e+06,"Not_Border","NY","Include","Chautauqua","F36013","Region_02","H04","Great Lakes Region","H04120101","Chautauqua-Conneaut","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",58.13719995,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"61c","Low Lime Drift Plain","61","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",3265.50282871,c(124889.289020472, 4691258.94475221),55800,3
