"","siteID","siteuse","replsite","lon_WGS84","lat_WGS84","stratum","wgt","ip","caty","FRAME23_ID","PERM_ID","NHDPLUSID","REACHCODE","GNIS_ID","GNIS_NAME","LENGTH_KM","FTYPE","FCODE","HUC4","STREAM_LEV","STRAH_ORD","STRAH_CAL","MEAN_FLOW","WBPERM_ID","MAINPATH","INNETWORK","VISFILT","BORD_RIV","PSTL_CODE","FRAME23","CNTYNAME","STATECTY","EPA_REG","HUC2","HUC2_NM","HUC8","HUC8_NM","MAJ_BASIN","MAJ_BAS_NM","MIS_BASIN","MIS_BAS_NM","WSAREA_KM","NHD100K","URBN_NRS08","URBN_NRS18","URBN_NRS23","FEOW_ID","US_L4CODE","US_L4NAME","US_L3CODE","US_L3NAME","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","AG_ECO9","AG_ECO9_NM","AG_ECO3","AG_ECO3_NM","OWN_NARS","FS_EW","STRAH_CAT","Shape_Leng","geometry","fcode","stream_order"
"130","Site-130","Base","None",-79.6848604792632,42.0865774261434,"Erie Drift Plain",122084.996260611,8.19101470802629e-06,"4","104113","127345518",24000400045300,"05010004000189","00950689","French Creek",0.632756807718,558,55800,"H0501",3,4,4,109.37289044,"127356294",0,1,5e+06,"Not_Border","NY","Include","Chautauqua","F36013","Region_02","H05","Ohio Region","H05010004","French","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",147.28579995,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"61c","Low Lime Drift Plain","61","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",632.756807718,c(1333947.4294845, 2235383.64577062),55800,4
"131","Site-131","Base","None",-79.7110243565396,42.2094098213366,"Erie Drift Plain",150810.877733696,6.630821430307e-06,"2","115983","123925376",60001100028700,"04120101000329",NA,NA,1.0267312178,460,46006,"H0412",7,2,2,6.05724799,NA,0,1,250000,"Not_Border","NY","Include","Chautauqua","F36013","Region_02","H04","Great Lakes Region","H04120101","Chautauqua-Conneaut","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",7.79019997,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"61c","Low Lime Drift Plain","61","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1026.7312178,c(1329486.04059759, 2248553.26704592),46006,2
"132","Site-132","Base","None",-78.9938329120708,42.4079165255735,"Erie Drift Plain",409343.810991461,2.44293421116574e-06,"1","106974","129443384",24000400055600,"05010002000800",NA,NA,1.15670694744,460,46003,"H0501",7,1,1,0.41381624,NA,0,1,50000,"Not_Border","NY","Exclude_NoFlow","Cattaraugus","F36009","Region_02","H05","Ohio Region","H05010002","Conewango","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",0.55520001,"Not_NHD100","Non-Urban","Non-Urban","Non-Urban",150,"61c","Low Lime Drift Plain","61","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1156.70694744,c(1383458.55495885, 2280647.72658658),46003,1
"133","Site-133","Base","None",-79.018596808455,42.1048236356037,"Erie Drift Plain",150810.877733696,6.630821430307e-06,"2","101688","129444125",24000400048200,"05010002000099","00943169","Battle Creek",1.88509722969,460,46006,"H0501",5,2,2,2.2567379,NA,0,1,250000,"Not_Border","NY","Include","Cattaraugus","F36009","Region_02","H05","Ohio Region","H05010002","Conewango","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",2.74060001,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"61c","Low Lime Drift Plain","61","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1885.09722969,c(1387489.82885082, 2246933.0913312),46006,2
"134","Site-134","Base","None",-79.6519823836235,42.1061495040773,"Erie Drift Plain",409343.810991461,2.44293421116574e-06,"1","106779","127345470",24000400030800,"05010004000790",NA,NA,5.02610362428,460,46006,"H0501",4,1,1,3.65736136,NA,0,1,250000,"Not_Border","NY","Include","Chautauqua","F36013","Region_02","H05","Ohio Region","H05010004","French","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",4.6861,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"61c","Low Lime Drift Plain","61","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",5026.10362428,c(1336234.31559652, 2238002.42327495),46006,1
"135","Site-135","Base","None",-79.5997303794531,42.2269658683436,"Erie Drift Plain",409343.810991461,2.44293421116574e-06,"1","108721","123925355",60001100020100,"04120101000320",NA,NA,6.51166399843,460,46006,"H0412",7,1,1,5.43029272,NA,0,1,250000,"Not_Border","NY","Include","Chautauqua","F36013","Region_02","H04","Great Lakes Region","H04120101","Chautauqua-Conneaut","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",6.51920002,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"61c","Low Lime Drift Plain","61","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",6511.66399843,c(1338142.52955983, 2252049.68250958),46006,1
"136","Site-136","Base","None",-79.1019011273189,42.3738483502445,"Erie Drift Plain",122084.996260611,8.19101470802629e-06,"4","105173","129442323",24000400033300,"05010002000214","00969112","West Branch Conewango Creek",0.822231101324,558,55800,"H0501",4,4,4,61.90768377,"129447886",0,1,1e+06,"Not_Border","NY","Exclude_Connector","Chautauqua","F36013","Region_02","H05","Ohio Region","H05010002","Conewango","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",78.29230009,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"61c","Low Lime Drift Plain","61","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",822.231101324,c(1375434.05446086, 2275330.41643188),55800,4
"137","Site-137","Base","None",-79.0100654954209,42.185863462359,"Erie Drift Plain",122084.996260611,8.19101470802629e-06,"4","98774","129444834",24000400011800,"05010002000022",NA,NA,2.01284465193,558,55800,"H0501",4,5,5,109.05157046,"129447890",0,1,5e+06,"Not_Border","NY","Exclude_Connector","Cattaraugus","F36009","Region_02","H05","Ohio Region","H05010002","Conewango","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",155.13879995,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"61c","Low Lime Drift Plain","61","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","RV",2012.84465193,c(1386567.66489178, 2255976.95207772),55800,4
"138","Site-138","Base","None",-79.3823744327126,42.1807996825193,"Erie Drift Plain",150810.877733696,6.630821430307e-06,"2","99696","129442210",24000400017300,"05010002000293","00944941","Browns Creek",1.88027527637,460,46006,"H0501",7,2,2,7.00679832,NA,0,1,1e+05,"Not_Border","NY","Include","Chautauqua","F36013","Region_02","H05","Ohio Region","H05010002","Conewango","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",8.93220001,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"61c","Low Lime Drift Plain","61","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1880.27527637,c(1356595.48182542, 2250046.04542345),46006,2
"139","Site-139","Base","None",-79.0675742045071,42.2976468176208,"Erie Drift Plain",122084.996260611,8.19101470802629e-06,"4","102210","129442519",24000400048000,"05010002000043","01210156","Conewango Creek",0.457060551635,558,55800,"H0501",3,5,5,229.47545808,"129447886",0,1,2e+06,"Not_Border","NY","Include","Chautauqua","F36013","Region_02","H05","Ohio Region","H05010002","Conewango","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",330.49580014,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"61c","Low Lime Drift Plain","61","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","RV",457.060551635,c(1379708.64279444, 2267442.06683538),55800,4
"140","Site-140","Base","None",-79.1495166997107,42.4795876049774,"Erie Drift Plain",150810.877733696,6.630821430307e-06,"2","118789","123923177",60001100028700,"04120101000268",NA,NA,0.846130815308,460,46006,"H0412",8,2,2,3.0209043,NA,0,1,250000,"Not_Border","NY","Include","Chautauqua","F36013","Region_02","H04","Great Lakes Region","H04120101","Chautauqua-Conneaut","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",4.42219993,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"61c","Low Lime Drift Plain","61","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",846.130815308,c(1369513.90828506, 2286278.81442863),46006,2
"141","Site-141","Base","None",-79.323582078687,42.2288110126223,"Erie Drift Plain",409343.810991461,2.44293421116574e-06,"1","106617","129442729",24000400039500,"05010002000693",NA,NA,1.50208648083,460,46006,"H0501",6,1,1,0.98600829,NA,0,1,1e+05,"Not_Border","NY","Exclude_NoFlow","Chautauqua","F36013","Region_02","H05","Ohio Region","H05010002","Conewango","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",1.15639998,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"61c","Low Lime Drift Plain","61","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1502.08648083,c(1360408.39086801, 2256173.65038562),46006,1
"142","Site-142","Base","None",-79.5147998820134,42.192029023268,"Erie Drift Plain",150810.877733696,6.630821430307e-06,"2","100767","129447086",24000400023900,"05010002000282","00971483","Wing Creek",2.32053366893,460,46006,"H0501",7,2,2,8.24261333,NA,0,1,5e+05,"Not_Border","NY","Include","Chautauqua","F36013","Region_02","H05","Ohio Region","H05010002","Conewango","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",10.46620002,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"61c","Low Lime Drift Plain","61","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2320.53366893,c(1345677.14131895, 2249400.14418128),46006,2
"143","Site-143","Base","None",-79.0143042668298,42.2889266440559,"Erie Drift Plain",93359.1147875261,1.07113269258805e-05,"3","105454","129442535",24000400055600,"05010002000037","00958004","Mud Creek",0.117911608898,460,46006,"H0501",4,3,3,19.73178851,NA,0,1,5e+06,"Not_Border","NY","Include","Cattaraugus","F36009","Region_02","H05","Ohio Region","H05010002","Conewango","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",26.19499997,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"61c","Low Lime Drift Plain","61","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",117.911608898,c(1384176.36144351, 2267257.07747375),46006,3
"144","Site-144","Base","None",-79.4284821915251,42.2947865943558,"Erie Drift Plain",150810.877733696,6.630821430307e-06,"2","98964","129443989",24000400010000,"05010002000915",NA,NA,1.12476225088,460,46006,"H0501",7,2,2,3.08681094,NA,0,1,1e+05,"Not_Border","NY","Include","Chautauqua","F36013","Region_02","H05","Ohio Region","H05010002","Conewango","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",3.5591,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"61c","Low Lime Drift Plain","61","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1124.76225088,c(1350658.16090236, 2261942.61815375),46006,2
